age_years,lambda_adkm,lambda_nint,z_adkm,z_nint
44.224036392797956,-1.290558,-1.448374,-1.153073860395247,-1.153073860395247
44.43293513289984,-1.2928293,-1.448374,-1.1404704693539491,-1.1404704693539491
44.641833873001715,-1.2951007,-1.448374,-1.1278670783126523,-1.1278670783126523
44.8507326131036,-1.2973721,-1.448374,-1.1152636872713544,-1.1152636872713544
45.059631353205475,-1.2996435,-1.448374,-1.1026602962300573,-1.1026602962300573
45.26853009330736,-1.3019149,-1.448374,-1.0900569051887594,-1.0900569051887594
45.477428833409235,-1.3041863,-1.448374,-1.0774535141474626,-1.0774535141474626
45.68632757351112,-1.3064578,-1.448374,-1.0648501231061647,-1.0648501231061647
45.895226313613,-1.3087292,-1.448374,-1.0522467320648672,-1.0522467320648672
46.10412505371488,-1.3110006,-1.448374,-1.03964334102357,-1.03964334102357
46.31302379381676,-1.313272,-1.448374,-1.0270399499822724,-1.0270399499822724
46.52192253391864,-1.3155434,-1.448374,-1.014436558940975,-1.014436558940975
46.73082127402052,-1.3178148,-1.448374,-1.0018331678996777,-1.0018331678996777
46.9397200141224,-1.3200862,-1.448374,-0.9892297768583802,-0.9892297768583802
47.14861875422428,-1.3223577,-1.448374,-0.9766263858170827,-0.9766263858170827
47.35751749432616,-1.3246291,-1.448374,-0.9640229947757853,-0.9640229947757853
47.56641623442805,-1.3269005,-1.448374,-0.9514196037344875,-0.9514196037344875
47.77531497452992,-1.3291719,-1.448374,-0.9388162126931905,-0.9388162126931905
47.98421371463181,-1.3314433,-1.448374,-0.9262128216518927,-0.9262128216518927
48.19311245473368,-1.3337146,-1.448374,-0.9136094306105956,-0.9136094306105956
48.402011194835566,-1.3359861,-1.448374,-0.9010060395692978,-0.9010060395692978
48.61090993493744,-1.3382574,-1.448374,-0.8884026485280009,-0.8884026485280009
48.819808675039326,-1.3405288,-1.448374,-0.875799257486703,-0.875799257486703
49.0287074151412,-1.3428003,-1.448374,-0.863195866445406,-0.863195866445406
